rxnorm_ingredient_concept_id	rxnorm_ingredient_concept_name	atc5_concept_name	atc3_concept_name	atc1_concept_name
35605966	BOTULINUM NEUROTOXIN A IMMUNE FAB2			
35605968	BOTULINUM NEUROTOXIN C IMMUNE FAB2			
35605970	BOTULINUM NEUROTOXIN D IMMUNE FAB2			
35605972	BOTULINUM NEUROTOXIN E IMMUNE FAB2			
35605974	BOTULINUM NEUROTOXIN F IMMUNE FAB2			
35605976	BOTULINUM NEUROTOXIN G IMMUNE FAB2			
35603921	dimethyl 4-phthalate			
35603922	ETHYLENE-VINYL ACETATE COPOLYMER (50% VINYL ACETATE)			
35603948	kiwi fruit oil			
35603949	Passiflora incarnata root extract			
35603950	Crataegus monogyna leaf extract			
35602900	Lentinula edodes whole extract			
35602903	BOROGLYCERIN			
35602905	Oryctolagus cuniculus cartilage preparation			
35602906	Oryctolagus cuniculus kidney preparation			
35602907	Oryctolagus cuniculus knee joint preparation			
35602908	Oryctolagus cuniculus testicle preparation			
35602909	Oryctolagus cuniculus thymus preparation			
35602968	Lonicera periclymenum flowering twig extract			
35605990	magnesium aluminum silicate type Ia			
35605991	palmitoyl tripeptide-1			
35606015	acacia decurrens whole extract			
35606016	cytisine			
35606017	DISODIUM RUTINYL DISULFATE			
35604975	HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER			
35604976	Technetium Tc-99M Red Blood Cells			
35604977	1,9-decadiene			
35604983	Calendula arvensis leaf extract			
35604984	deceth-6			
35604985	methyl vinyl ether			
35604986	Millettia pinnata seed extract			
35606037	CARBOMER HOMOPOLYMER TYPE B (ALLYL PENTAERYTHRITOL OR ALLYL SUCROSE CROSSLINKED)			
35606038	triisodecyl trimellitate			
35606039	Passiflora incarnata whole extract			
35606040	QUATERNIUM-27			
35603960	Adina rubella root extract			
35603961	Ampelopsis glandulosa var. brevipedunculata fruit extract			
35603962	Aralia chinensis whole extract			
35603963	Maclura cochinchinensis root extract			
35603964	pegbovigrastim			
35603965	Pheretima aspergillum extract			
35603966	Pinus massoniana leaf extract			
35605008	butylene glycol 2-laurate			
35605011	Euphorbia pekinensis root extract			
35603983	reslizumab	Other systemic drugs for obstructive airway diseases	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	RESPIRATORY SYSTEM
35603993	chicken breast preparation			
35603994	Obiltoxaximab			
35604023	trypan blue free acid			
35604024	PEG/PPG-10/2 dimethicone			
35604025	PEG-20 glyceryl oleate			
35604032	elotuzumab			
35604045	palmitoyl sarcosinate			
35602977	dioscorine			
35602980	watermelon seed extract			
35602981	idarucizumab	Antidotes	ALL OTHER THERAPEUTIC PRODUCTS	VARIOUS
35602991	patiromer			
35603017	trabectedin	Other plant alkaloids and natural products	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
35603019	arachidate			
35603020	Salmonella enterica subsp. enterica serovar typhi			
35603021	undecylenoyl phenylalanine			
35606064	Citrus limon whole extract			
35606065	Berchemia lineata root extract			
35606066	Drynaria fortunei whole extract			
35606067	Pueraria montana var. lobata flowering top extract			
35606068	Rumex japonicus root extract			
35606069	Syzygium nervosum flower bud extract			
35606070	undeceth-5			
35606071	2-deoxyglucose			
35606072	acetyl tetrapeptide-15			
35606073	Chimonanthus praecox whole extract			
35606074	dipentaerythrityl tri-polyhydroxystearate			
35606075	lacto-N-neotetraose			
35606076	palmitoyl isoleucine			
35606078	satraplatin	Platinum compounds	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
35606080	2'-fucosyllactose			
35606081	12-oxooctadecanoic acid			
35606082	sodium metasilicate			
35606084	Alpinia galanga whole extract			
35606085	Liquidambar orientalis whole extract			
35606086	geranium wilfordii whole extract			
35606087	zinc sulfide			
35606088	ceteareth-6 olivate			
35606100	pyrrolidone carboxylic acid ethyl cocoyl arginate			
35605103	alpha-isobutylphenethyl alcohol			
35605105	platinic iodide			
35604104	2-(2-aminoethoxy)ethanol			
35604105	snowball sand verbena whole extract			
35604106	diethylene glycol monoethyl ether acetate			
35604107	mango leaf extract			
35604108	American plum fruit extract			
42629399	allyl methacrylate-glycol dimethacrylate crosspolymer (low allyl methacrylate)			
35606157	Vitis vinifera leaf oil			
35606158	palmitoyl fragment			
35606159	Olea europaea (oilive oil) unsaponifiables			
35606160	octyldodeceth-16			
35606165	Mentha aquatica var. citrata leaf extract			
35606166	PROPYLENE GLYCOL-HYDROXYETHYLCELLULOSE STEARYLDIMONIUM CHLORIDE			
35606172	oryctolagus cuniculus adrenal gland preparation			
35606173	oryctolagus cuniculus heart preparation			
35606174	oryctolagus cuniculus pituitary gland preparation			
35606175	oryctolagus cuniculus spleen preparation			
35606211	Oryctolagus cuniculus duodenum preparation			
35606212	octanoic acid 1-C-13			
35606214	ixazomib	Other antineoplastic agents	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
35606215	necitumumab	Monoclonal antibodies	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
42629423	C11 - 15 pareth - 20			
42629424	polyvinyl alcohol (MW 94000)			
42629425	silica, trimethylsilyl capped			
35606258	bemisiose			
35606259	C12-14 pareth-7			
35606260	C12-16 pareth-5			
35606261	methyl oleate			
35606262	PEG/PPG-30/10 dimethicone			
35606332	1,3-bis(benzothiazol-2-ylthiomethyl)urea			
35606338	polyglyceryl-2 sesquiisostearate			
35606339	COCETH-7			
35606341	EGTA			
35606346	palmitostearate			
35606359	triethanolamine glutamate			
35605301	aconitate			
35605325	PEG-23 glyceryl distearate			
35605326	Rumex acetosa whole leaf extract			
35606401	Whey Proteins			
35604343	picaridin			
35604344	IR-3535			
35604368	Cymbidium hookerianum flower extract			
35604369	diethylaminomethylcoumarin			
35604370	Bos taurus gallstone preparation			
35604371	Nephelium lappaceum fruit rind extract			
35604372	dimethiconol (14000 CST)			
35604373	watermelon seed oil			
35604374	Java citronella oil			
35604375	dibenzyl ether			
35604376	Concord grape juice			
35604377	Citrullus lanatus var. lanatus whole extract			
35604378	tangerine juice			
35603300	Diospyros mespiliformis leaf extract			
35603305	tungsten			
35603306	rhenium			
35603307	CROSPOVIDONE (12 MPA.S AT 5%)			
35603317	Furcellaria lumbricalis extract			
35605387	1-methylhydantoin			
35605406	Elastin			
35605407	magnesium aluminum silicate type IC			
35606465	elbasvir			
35606467	grazoprevir			
35604379	kiwi juice			
35604380	Lycium barbarum whole extract			
35604385	Myrciaria edulis fruit juice			
35604388	dimethiconol triethoxycaprylylsilane tetraethyl silicate crosspolymer (4000000 MW)			
35604389	Eucalyptus dives leafy twig oil			
35604390	cetearyl stearate			
35604391	7-oxodehydroepiandrosterone 3-acetate			
35604392	beheneth-5			
35605418	guava juice			
35605423	Mangifera indica whole extract			
35605424	octoxynol-11			
35605425	lesinurad	Preparations increasing uric acid excretion	ANTIGOUT PREPARATIONS	MUSCULO-SKELETAL SYSTEM
35604395	vinyldimethyl/trimethylsiloxysilicate sterile dimethicone crosspolymer			
35604400	DIVINYLBENZENE			
35604401	Erycibe obtusifolia stem extract			
35604402	HEMP			
35604415	LAURDIMONIUMHYDROXYPROPYL DECYLGLUCOSIDE CHLORIDE			
35604416	2,6-OCTADIENAL, (2E,6E)-			
35604417	4-NONYLPHENOL			
35604418	ALLYL ACRYLATE			
35604419	Alternanthera sessilis extract			
35604420	Icariin			
35604438	polyamide-3 (12000 MW)			
35604440	shrimp shell chitin			
35604447	Epilobium fleischeri whole extract			
35604448	levoglucose			
35603377	alfalfa top extract			
35603382	bean sprout extract			
35603383	broccoli sprout extract			
35603384	Vaccinia virus			
35603403	coxsackievirus A			
35603405	Coxsackieviruses B			
35603406	Oryctolagus cuniculus ligament preparation			
35605522	osimertinib			
35604469	PEG-5 ethylhexanoate			
35604495	sebelipase alfa	Enzymes	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	ALIMENTARY TRACT AND METABOLISM
35604506	Sugammadex	Antidotes	ALL OTHER THERAPEUTIC PRODUCTS	VARIOUS
35604521	Acer negundo inner bark extract			
35603434	ACRYLAMIDOPROPYLTRIMONIUM CHLORIDE/ACRYLAMIDE COPOLYMER (400 MPA.S)			
35603435	adzuki bean extract			
35603436	Chlorella minutissima extract			
35603437	Codium fragile extract			
35603438	deceth-8			
35603439	DI-C12-13 alkyl malate			
35603440	disodium distyrylbiphenyl disulfonate			
35603441	Gelidium sesquipedale extract			
35603442	glyceryl diisostearate			
35603443	hops oil			
35603444	Linum catharticum extract			
35603445	Luffa aegyptiaca fruit extract			
35603446	magnesium palmitoyl glutamate			
35603447	phytosteryl isostearyl dimer dilinoleate			
35603448	Sansevieria trifasciata leaf extract			
35603449	Sargassum fulvellum extract			
35603450	sea cucumber extract			
35603451	tetanus toxin			
35603452	trisodium nitrilotriacetate			
35603463	Anemarrhena asphodeloides root extract			
35603464	POLYGALIC ACID			
35603465	boscalid			
35603466	Indigofera tinctoria whole extract			
35603467	isoceteth-25			
35603468	Rumex acetosella whole extract			
35603469	DIPEPTIDE DIAMINOBUTYROYL BENZYLAMIDE DIACETATE			
35603470	GLYCIDYL ACRYLATE			
35603471	GLYCOL STEARATE SE			
35603472	linalyl acetate			
35603473	POLYETHYLENE GLYCOL 100000			
35603474	CAMPHOR OIL, WHITE			
35603492	1,4-butanediol monostearate			
35605546	tenofovir alafenamide			
35606598	polyquaternium-44			
35604524	polyethylene terephthalate (intrinsic visconsity 0.70-1.00)			
35605557	cholesteryl oleyl carbonate			
35605558	PPG-51/SMDI copolymer			
35605584	tabasco pepper extract			
35605585	HYDROLYZED SOY PROTEIN (ENZYMATIC; 2000 MW)			
35605594	fosaprepitant			
35603497	Castanea crenata shell extract			
35603498	Schinzophyton rautanenii seed oil			
35604533	PEG-12 Diisostearate			
35604535	desmeninol			
35603510	carboxymethylarsonate			
35603511	Sambucus nigra subsp. cerulea fruit extract			
35603512	Vaccinium myrtillus anthocyanosides			
35603524	Camelina sativa whole extract			
35603525	ammonium laureth-12 sulfate			
35603526	Rickettsia prowazekii			
35603534	HYDROGENATED JOJOBA OIL			
35603551	radium Ra-223 cation			
35603563	ixekizumab			
35606631	mepolizumab	Interleukin inhibitors	IMMUNOSUPPRESSANTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
35605666	1-(4-CHLOROPHENYL)-1-PHENYLETHANOL			
35605667	Carapichea ipecacuanha whole extract			
35605668	Crocus sativus flower extract			
35605669	Humulus lupulus pollen extract			
35605670	insulin argine			
35605671	Marsdenia cundurango whole extract			
35605672	Momordica balsamina whole extract			
35605673	Rhodiola kirilowii whole extract			
35604600	propylene glycol 2-oleate			
35604602	saccharate			
35604624	Croton lechleri whole extract			
35604625	2,3-dihydroxybenzoic acid			
35603640	Carthamus tinctorius whole extract			
42628962	pimavanserin			
35606695	isavuconazole	Triazole derivatives	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
35605699	Pyrrolidinyl Diaminopyrimidine Oxide			
35605739	BIS-DIGLYCERYL POLYACYLADIPATE-2			
35605744	daratumumab			
35605754	butyloctyl palmitate			
35603638	Arisaema consanguineum root extract			
35603639	bush mango extract			
35604657	alectinib			
35604666	zilpaterol			
35604667	diisopropylamine dichloroacetate			
35604676	kanamycin A			
35604677	citrus junos fruit rind extract			
35604680	Tetanus immune globulin	Specific immunoglobulins	IMMUNE SERA AND IMMUNOGLOBULINS	ANTIINFECTIVES FOR SYSTEMIC USE
35603641	Citrus reticulata whole extract			
35603642	Clematis armandii stem extract			
35603643	Ephedra sinica root extract			
35603644	Equisetum hyemale top extract			
35603645	HIbiscus mutabilis flower extract			
35603646	Liquidambar formosana fruit extract			
35603647	Lycopus lucidus flowering top extract			
35603655	Prunus mume fruit oil			
35603660	Laminaria hyperborea extract			
35603661	ISOPROPANOLAMINE			
42628986	acacia decurrens flower extract			
42629006	Acrylic Acid/Ethylene Copolymer (600 mPa.s)			
42629007	Lupinus albus seed oil			
42629009	glucose pentaacetate			
42629027	Arachis hypogaea whole extract			
42629028	cyclotetrapeptide-24 aminocyclohexane carboxylate			
35605761	Iris domestica root extract			
35605762	hydroxyethyl ethylcellulose			
35605763	hydrogenated jojoba oil/jojoba oil, randomized (iodine value 40-44)			
35605771	Matricaria recutita root extract			
35605772	brillant blue			
35605773	8-EPI-CYANOCOBALAMIN			
35605786	Anthrax immune globulin	Specific immunoglobulins	IMMUNE SERA AND IMMUNOGLOBULINS	ANTIINFECTIVES FOR SYSTEMIC USE
35605804	Cobimetinib			
35605812	TRICHILIA EMETICA SEED BUTTER			
35605813	Solanum melongena whole extract			
35605814	Azadirachta indica whole extract			
35605817	magnesium phosphate, monobasic			
35605818	Phymatolithon calcareum preparation			
35605825	isopropanolamine lauryl sulfate			
35604763	POLYQUATERNIUM-7 (70/30 ACRYLAMIDE/DADMAC; 2600000 MW)			
35604767	methylephedrine			
35604768	cocamide			
35604769	ditetracycline tetrasodium edetate			
35603725	Cistus monspeliensis whole extract			
35603743	sucrose dilaurate			
35603744	Crotalus horridus horridus whole extract			
35603745	dimethylamine			
35603746	Lantana camara leaf extract			
35603747	Naja naja whole extract			
35603748	solanine			
42629069	N-(3,4-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-N,N'-bis (hydroxymethyl) urea			
42629070	polyglyceryl-4 caprate			
42629073	beta tocopherol			
42629079	atezolizumab			
35605850	palmitoyl hexapeptide-12			
35605851	5-HYDROXYMETHYL(METHYLENEOXY)-1-AZA-3,7-DIOXABICYCLO(3,3,0)OCTANE			
35605852	ethylhexyl hydroxystearate benzoate			
35605853	bisabolol oxide B, (-)-			
35604812	N-lauroylproline			
35604813	deoxyphytantriyl (2-hydroxyethyl)palmitamide			
35604814	cetearyl phosphate			
35604816	ATLANTIC SALMON TRANSGENIC WHOLE (OPAFP-GHC2 RDNA CONSTRUCT INSERTED INTO .ALPHA.-LOCUS IN THE EO-1.ALPHA. LINEAGE)			
35604817	manganese monoxide			
35604829	insulin-like growth factor 2			
35604848	selexipag	Platelet aggregation inhibitors excl. heparin	ANTITHROMBOTIC AGENTS	BLOOD AND BLOOD FORMING ORGANS
35605949	Ocimum tenuiflorum whole extract			
35605950	L-METHIONINE-S,R-SULFOXIMINE			
35605955	HYDROGENATED POLY(C6-14 OLEFIN; 2 CST)			
42629212	TRIMETHYLENEDIAMINETETRAACETIC ACID			
35605957	BOTULINUM NEUROTOXIN B IMMUNE FAB2			
42629258	fibroblast growth factor 7			
42629260	methyl oleoyl taurate			
42629267	Acetylated Lanolin			
42629339	Phlebodium aureum root extract			
42629340	Steareth-22			
42629341	Steareth-3			
42629364	corn oil PEG-6 esters			
35603068	irinotecan liposomal			
35604126	2,4-DIAMINO-5-METHYLPHENOXYETHANOL			
35603103	ammonium iodide			
35603109	asfotase alfa	Enzymes	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	ALIMENTARY TRACT AND METABOLISM
35604164	Adina rubella whole extract			
35604186	achillea millefolium flowering top extract			
35605216	Sepia esculenta whole extract			
35604187	Norwalk virus			
35604189	PEG-32 dioleate			
35604192	hydroxypalmitoyl sphinganine			
35604193	hydroxypropyl tetrahydropyrantriol			
35604194	PEG-30 glyceryl stearate			
35604205	venetoclax			
35604213	methoxy PEG-40			
35604214	polyethylene glycol 20000			
35604215	allyl methacrylate-glycol dimethacrylate crosspolymer			
35606323	Aspergillus niger allergenic extract			
35605232	Carya ovata bark extract			
35605240	stearamidopropyl dimethylamine lactate			
35605242	Aloe vera leaf polysaccharides			
35605243	bis-PEG/PPG-20/20 dimethicone			
35605244	propylene glycol di(2-methylbutyrate)			
35605245	PEG-120 glyceryl stearate			
35605246	ethylcellulose (50 MPA.S)			
35605253	hexapeptide-10			
35605261	1-naphthol			
35605263	2,4-DIAMINOPHENOXYETHANOL			
35605264	4-amino-2-hydroxytoluene			
35605265	imidocarb			
35605267	POLYQUATERNIUM-68			
35606317	camellia sinensis seed extract			
35606318	Betula papyrifera whole extract			
35606320	jojoba acid			
35606322	3-O-methyldpamine			
35605268	Achillea millefolium oil			
35605269	2-aminophenol			
35605283	sarolaner			
35605296	NAPHTHOQUINE			
35605297	hydantoin			
35605298	MANGANESE PYROPHOSPHATE			
35605299	FENOPROP TRIETHANOLAMINE			
35603204	Zizia aurea root extract			
35603205	Verbena hastata top extract			
35603206	Narcissus pseudonarcissus extract			
35603207	Mikania parviflora leaf extract			
35603208	Gentianella quinquefolia extract			
35603209	coconut oil glycereth-8 esters			
35603210	diethylene glycol monophenyl ether			
35603211	Ficus religiosa leafy twig extract			
35603212	polyacrylic acid (300000 MW)			
35603213	Galanthus nivalis extract			
35603214	caprylic/capric/palmitic/stearic triglyceride			
35603215	ferrous bromide			
35604273	PROPYLENE GLYCOL 1-PALMITATE			
35603277	cariprazine	Other antipsychotics	PSYCHOLEPTICS	NERVOUS SYSTEM
21014000	Homeopathic plumbum mellitum			
21014001	Lumiracoxib			
21014002	Liquid sugar demineralised			
21014003	Rupatadine			
21014004	Homeopathic pyrites			
21014005	Homeopathic tea tree oil			
21014006	Rimonabant			
21014007	Funnel web spider venom antiserum			
21014008	Pixantrone			
21014009	Puff adder snake venom antiserum			
21014010	Common krait snake venom antiserum			
21014011	Polyvalent snake venom antisera			
21014012	Conestat alfa			
21014013	Menthone			
21014014	Death adder snake venom antiserum			
21014015	12 grasses pollen mix (B2) glutaraldehyde-modified extracts			
21014016	Homeopathic carbo vegetabilis			
21014017	Agomelatine			
21014018	Sweet birch oil			
21014019	Ceftobiprole			
21014020	Sodium potassium tartrate			
21014021	Clivers dry extract			
21014022	Homeopathic colocynthis			
21014023	Disodium folinate			
21014024	Homeopathic mixed pollen			
21014025	L-Ornithine-L-Aspartate			
21014026	Grass pollen			
21014027	Eptotermin alfa			
